date,store_id,product_id,quantity,unit_price
2025-10-23,00000000-0000-0000-0000-000000000099,prod-001,17,139.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-002,26,79.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-003,4,219.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-004,14,159.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-005,17,129.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-006,0,349.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-007,0,99.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-008,0,299.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-009,0,189.99
2025-10-23,00000000-0000-0000-0000-000000000099,prod-010,1,449.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-001,32,139.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-002,23,79.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-003,7,219.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-004,10,159.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-005,22,129.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-006,2,349.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-007,2,99.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-008,1,299.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-009,1,189.99
2025-10-24,00000000-0000-0000-0000-000000000099,prod-010,0,449.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-001,28,139.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-002,18,79.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-003,5,219.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-004,18,159.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-005,16,129.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-006,0,349.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-007,0,99.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-008,0,299.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-009,0,189.99
2025-10-25,00000000-0000-0000-0000-000000000099,prod-010,0,449.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-001,21,139.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-002,25,79.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-003,6,219.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-004,14,159.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-005,14,129.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-006,0,349.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-007,0,99.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-008,0,299.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-009,2,189.99
2025-10-26,00000000-0000-0000-0000-000000000099,prod-010,5,449.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-001,29,139.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-002,23,79.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-003,6,219.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-004,13,159.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-005,11,129.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-006,1,349.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-007,2,99.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-008,1,299.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-009,0,189.99
2025-10-27,00000000-0000-0000-0000-000000000099,prod-010,0,449.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-001,30,139.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-002,22,79.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-003,5,219.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-004,14,159.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-005,25,129.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-006,0,349.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-007,0,99.99
2025-10-28,00000000-0000-0000-0000-000000000099,prod-008,4,299.99
